title,subtitle,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,isClaimed,latitude,longitude,query,timestamp
Picasso Dental Studio,,5,3,Dental clinic,,Boulevard Jane Sandanski 107-2-1  Skopje 1000  North Macedonia,XFMC+M7 Skopje North Macedonia,,+389 2 609 0979,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Closed,Closed,,FALSE,41.9841875,21.4706875,,2020-11-09T09:37:58.406Z
Civkaroski,,,,Family counselor,,Hristo Tatarchev 47 k  Skopje 1000  North Macedonia,XCGW+HW Skopje North Macedonia,,+389 77 602 007,,,,,,,,,TRUE,41.9764375,21.4473125,,2020-11-09T09:38:00.031Z
University Clinic of Gastroenterohepatology,,5,1,Hospital,,Majka Tereza 17  Centar  Skopje 1000  North Macedonia,XCQC+87 Skopje North Macedonia,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9883125,21.4206875,,2020-11-09T09:38:01.459Z
Tehnolab ltd Skopje,,,,Environmental consultant,,bvd.Kuzman Josifovski Pitu  Boulevard Kuzman Josifovski Pitu 28/3-24  Skopje 1000  North Macedonia,XCQX+CW Skopje North Macedonia,tehnolab.com.mk,+389 2 244 8058,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,8AM-4PM,Closed,Closed,,FALSE,41.9885625,21.4498125,,2020-11-09T09:38:03.221Z
Poliklinika Blagoevski,,4.2,5,Dental clinic,,Skopje 1000  North Macedonia,XCPM+2J Skopje North Macedonia,blagoevski.com.mk,+389 70 341 990,,,,,,,,,FALSE,41.9850625,21.4340625,,2020-11-09T09:38:04.669Z
Dental & facial aesthetic clinic D-r Bibi Rizes,,,,Doctor,,Maksim Gorki 8  Skopje 1000  North Macedonia,XCWG+RJ Skopje North Macedonia,,,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9970625,21.4265625,,2020-11-09T09:38:06.578Z
RZTK Hemiska laboratorija,,5,2,X-ray lab,,Gemidziska  Skopje 1000  North Macedonia,2F87+V9 Skopje North Macedonia,rztk.com.mk,+389 2 328 7691,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,42.0171875,21.4634375,,2020-11-09T09:38:08.032Z
PZU Dr. Zikica Gjorgjievski | Stomatoloska Ordinacija - Zabar | Stomatolog,,5,6,Dental clinic,,Voin Drashkovikj no. 33  Skopje 1000  North Macedonia,2939+MX Skopje North Macedonia,dentist.com.mk,+389 2 615 2948,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-7PM,Closed,,TRUE,42.0041875,21.3699375,,2020-11-09T09:38:09.607Z
University Clinic of Cardiology,,4.5,4,University hospital,,Mother Teresa 17  Skopje 1000  North Macedonia,XCQ9+8V Skopje North Macedonia,,+389 2 311 3116,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,FALSE,41.9883125,21.4196875,,2020-11-09T09:38:11.251Z
Emergency clinic Butel 1,,5,1,Hospital,,Skopje 1000  North Macedonia,2CJW+77 Skopje North Macedonia,,+389 2 265 8780,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,7AM-7PM,Closed,https://geo3.ggpht.com/cbk?panoid=Am7jmj-CMuPrl2qz6Fe-Ww&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=90.13212&pitch=0&thumbfov=100,FALSE,42.0306875,21.4456875,,2020-11-09T09:38:12.976Z
Dr.Senait,,,,Dental clinic,,Skopje 1000  North Macedonia,X8WC+2X Skopje North Macedonia,,+389 70 680 038,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,Closed,Closed,,TRUE,41.9950625,21.3224375,,2020-11-09T09:38:14.408Z
Dr.Xhoni Dental Clinic,,5,2,Dental clinic,,Skopje 1000  North Macedonia,X8XH+R8 Skopje North Macedonia,,+389 70 863 539,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-3PM,Closed,https://lh5.googleusercontent.com/p/AF1QipNtCmOEUcSAzCV-PLxxXFXigIGPsLKCyRKahvVs=w437-h240-k-no,TRUE,41.9995625,21.3283125,,2020-11-09T09:38:16.999Z
S.A.Dent,,5,3,Dental clinic,,Skopje  North Macedonia,2GH7+F3 Skopje North Macedonia,,+389 78 387 711,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,Closed,,TRUE,42.0286875,21.5126875,,2020-11-09T09:38:18.422Z
"Veterinarna ambulanta ""Naletoski""",,4.9,29,Veterinarian,,Ul.1244 br.36  Skopje 1000  North Macedonia,2958+7G Skopje North Macedonia,,+389 2 203 6161,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-2PM,Closed,,TRUE,42.0081875,21.3663125,,2020-11-09T09:38:20.075Z
LEADENT,,,,Dental clinic,,Skopje 1000  North Macedonia,X8XG+3M Skopje North Macedonia,,,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,9:30AM-4:30PM,10AM-3PM,Closed,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9976875,21.3266875,,2020-11-09T09:38:21.541Z
University Clinic for Toxicology,,5,1,University hospital,,Belgradska 18  Skopje 1000  North Macedonia,XCQC+G4 Skopje North Macedonia,toksikologija.com.mk,+389 2 314 7635,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9888125,21.4203125,,2020-11-09T09:38:24.554Z
Institut za radiologija,,,,Diagnostic center,,Belgradska 48  Skopje 1000  North Macedonia,XCPC+RR Skopje North Macedonia,,,,,,,,,,,FALSE,41.9870625,21.4220625,,2020-11-09T09:38:26.066Z
University Clinic for Plastic and Reconstructive Surgery,,5,4,University hospital,,Centar  Skopje 1000  North Macedonia,XCQC+MP Skopje North Macedonia,plasticsurgery.com.mk,+389 2 321 1427,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9891875,21.4218125,,2020-11-09T09:38:28.133Z
PZU D-r Trpceski Jugoslav,,5,2,Dental clinic,,Hristo Tatarchev  Skopje 1000  North Macedonia,XC9X+FG Skopje North Macedonia,,+389 2 614 2735,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-2PM,Closed,,FALSE,41.9686875,21.4488125,,2020-11-09T09:38:29.709Z
Optika Prizma,,5,27,Optician,,Bulevar Vidoe Smilevski Bato  TC Lisa 8  Skopje 1000  North Macedonia,XFJF+C3 Skopje North Macedonia,optikaprizma.com.mk,+389 75 300 848,,,,,,,,,TRUE,41.9810625,21.4726875,,2020-11-09T09:38:31.416Z
Vita Dent,,5,3,Dental clinic,,Skopje 1000  North Macedonia,XFPG+QX Skopje North Macedonia,,+389 2 243 6683,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,41.9869375,21.4774375,,2020-11-09T09:38:33.254Z
PZU PREMIUM DENT Dental Office,,5,1,Dental clinic,,Centar  Skopje 1000  North Macedonia,XCVC+4C Skopje North Macedonia,premiumdent.com.mk,+389 70 444 111,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,9AM-7:30PM,Closed,Closed,,FALSE,41.9928125,21.4210625,,2020-11-09T09:38:34.715Z
Mi-Bo Dent,,,,Dental clinic,,1000  North Macedonia,2CRX+58 Skopje North Macedonia,,,,,,,,,,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,42.0404375,21.4483125,,2020-11-09T09:38:36.158Z
MED-X,,5,2,Diagnostic center,,Ivan Hadzinikolov 155  Drachevo  North Macedonia,WGPF+R3 Drachevo North Macedonia,medx.mk,+389 2 279 2003,8AM-3PM,8AM-3PM,8AM-3PM,8AM-3PM,8AM-3PM,Closed,Closed,,FALSE,41.9370625,21.5226875,,2020-11-09T09:38:38.941Z
PZU D-r VASKO,,,,Dental clinic,,Metodija Andonov - Chento 85  Skopje  North Macedonia,2G42+JQ Skopje North Macedonia,,+389 2 609 1569,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-2PM,Closed,,FALSE,42.0065625,21.5019375,,2020-11-09T09:38:40.593Z
d-r Goran,,,,Dental clinic,,R1104 85  Skopie 1000  North Macedonia,2G42+8G Chento North Macedonia,,+389 74 243 377,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,7:30AM-8PM,9AM-6PM,Closed,,FALSE,42.0058125,21.5013125,,2020-11-09T09:38:42.011Z
Poliklinika Ada Med,,,,Medical clinic,,Komandant Bardhi  Kacanik i Vjeter  Kacanik 71000,8GJ376P8+VG,,+383 44 142 393,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,10AM-6PM,https://maps.gstatic.com/tactile/pane/default_geocode-1x.png,FALSE,42.2871875,21.2163125,,2020-11-09T09:38:43.754Z
SeMed,,5,1,General practitioner,,ul MK  Bledski Dogovor 2  Skopje 1000  North Macedonia,2C32+JX Skopje North Macedonia,,+389 75 253 025,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,7:30AM-7:30PM,Closed,Closed,,TRUE,42.0040625,21.4024375,,2020-11-09T09:38:45.228Z
Fizio Gram,,2,1,Physical therapy clinic,,28 Nentori  Viti 61000,8995+X6 Viti,,+383 45 885 518,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,12-6PM,12-6PM,10AM-8PM,,TRUE,42.3199375,21.3580625,,2020-11-09T09:38:46.843Z
HemoLab,,,,Medical laboratory,,Majakovski 3  Skopje 1000  North Macedonia,2C28+2V Skopje North Macedonia,hemolab-skopje.business.site,+389 2 311 6269,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-2PM,Closed,,TRUE,42.0000625,21.4171875,,2020-11-09T09:38:50.674Z
Dr. Ancevski,,3.7,40,Dermatologist,,Mitropolit Teodosij Gologanov 28  Skopje 1000  North Macedonia,XCWF+4F Skopje North Macedonia,ancevski.mk,+389 2 321 6608,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,10AM-2PM,Closed,,TRUE,41.9953125,21.4236875,,2020-11-09T09:38:52.328Z
D-r Krtolica,,4.4,21,Dentist,,MK  New Delhi Rd 13  Skopje 1000  Skopje 1000  North Macedonia,XCW4+VC Skopje North Macedonia,dr-krtolica.com,+389 2 246 1887,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,9AM-5PM,Closed,Closed,,TRUE,41.9971875,21.4060625,,2020-11-09T09:38:54.044Z
City Medica,,5,4,Medical Center,,Boulevard Ilinden 107 Loc. 5  Skopje 1000  North Macedonia,2C45+GW Skopje North Macedonia,mh-citymedica.mk,+389 2 305 5333,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,Closed,Closed,,TRUE,42.0063125,21.4098125,,2020-11-09T09:38:55.674Z
